tx_id,user_id,transaction_time,amount,type
TX_859,USER_150,2026-05-02 20:09:00,-98.47,Digital Euro
TX_860,USER_101,2026-05-28 09:30:00,82.36,Digital Euro
TX_861,USER_111,2026-05-18 16:18:00,185.24,Card
TX_862,USER_104,2026-05-20 18:45:00,-146.89,Card
TX_863,USER_131,2026-05-21 21:01:00,99.4,Card
TX_864,USER_101,2026-05-24 23:17:00,-90.27,Card
TX_865,USER_103,2026-05-16 14:36:00,151.74,SEPA
TX_866,USER_139,2026-05-01 05:32:00,50.6,Card
TX_867,USER_142,2026-05-06 01:25:00,-124.26,SEPA
TX_868,USER_100,2026-05-19 20:34:00,-44.84,SEPA
TX_869,USER_113,2026-05-08 00:58:00,150.47,Digital Euro
TX_870,USER_114,2026-05-24 21:57:00,122.32,Card
TX_871,USER_123,2026-05-14 22:09:00,-74.02,SEPA
TX_872,USER_118,2026-05-01 22:34:00,-75.71,Card
TX_873,USER_106,2026-05-20 04:08:00,-132.4,SEPA
TX_874,USER_139,2026-05-12 09:46:00,-39.44,SEPA
TX_875,USER_103,2026-05-27 13:12:00,-26.58,Card
TX_876,USER_126,2026-05-27 04:02:00,-21.78,SEPA
TX_877,USER_110,2026-05-23 03:56:00,74.92,Digital Euro
TX_878,USER_144,2026-05-21 10:25:00,136.99,Digital Euro
TX_879,USER_145,2026-05-12 06:16:00,-57.91,SEPA
TX_880,USER_147,2026-05-07 23:49:00,-32.17,SEPA
TX_881,USER_145,2026-05-26 11:15:00,-28.75,Card
TX_882,USER_110,2026-05-01 18:28:00,148.51,Card
TX_883,USER_129,2026-05-10 04:14:00,23.54,Card
TX_884,USER_116,2026-05-27 11:42:00,102.27,SEPA
TX_885,USER_110,2026-05-21 13:51:00,-78.53,SEPA
TX_886,USER_150,2026-05-14 10:33:00,149.5,SEPA
TX_887,USER_122,2026-05-21 01:00:00,-20.58,Card
TX_888,USER_131,2026-05-24 21:20:00,9.41,Digital Euro
TX_889,USER_123,2026-05-16 01:06:00,-146.07,SEPA
TX_890,USER_119,2026-05-04 21:05:00,-132.97,SEPA
TX_891,USER_138,2026-05-23 15:43:00,-83.0,Card
TX_892,USER_144,2026-05-13 06:27:00,42.11,Digital Euro
TX_893,USER_133,2026-05-23 11:02:00,22.62,Card
TX_894,USER_140,2026-05-01 15:34:00,92.64,Card
TX_895,USER_126,2026-05-20 04:49:00,92.61,Card
TX_896,USER_108,2026-05-07 19:42:00,25.32,SEPA
TX_897,USER_131,2026-05-23 12:02:00,-29.81,Digital Euro
TX_898,USER_133,2026-05-20 05:17:00,133.54,Card
TX_899,USER_128,2026-05-28 07:28:00,-133.13,Card
TX_900,USER_127,2026-05-20 07:06:00,-79.91,Card
TX_901,USER_113,2026-05-25 13:37:00,-117.49,SEPA
TX_902,USER_145,2026-05-05 21:19:00,-50.17,Card
TX_903,USER_133,2026-05-24 08:03:00,47.5,Card
TX_904,USER_102,2026-05-21 02:42:00,126.33,Digital Euro
TX_905,USER_116,2026-05-07 04:34:00,89.02,Card
TX_906,USER_140,2026-05-03 10:57:00,6.71,Card
TX_907,USER_117,2026-05-02 11:50:00,-34.79,SEPA
TX_908,USER_126,2026-05-17 22:20:00,-110.09,Digital Euro
TX_909,USER_114,2026-05-05 09:36:00,182.14,SEPA
TX_910,USER_107,2026-05-21 14:17:00,-148.29,Digital Euro
TX_911,USER_116,2026-05-23 10:37:00,-55.83,SEPA
TX_912,USER_100,2026-05-16 20:08:00,-43.72,SEPA
TX_913,USER_100,2026-05-06 13:19:00,-2.24,SEPA
TX_914,USER_129,2026-05-13 06:39:00,68.94,Card
TX_915,USER_144,2026-05-04 07:58:00,-55.85,Card
TX_916,USER_114,2026-05-02 11:41:00,-95.08,Digital Euro
TX_917,USER_107,2026-05-15 01:08:00,96.73,SEPA
TX_918,USER_107,2026-05-03 17:56:00,154.82,SEPA
TX_919,USER_113,2026-05-17 11:13:00,73.67,Card
TX_920,USER_115,2026-05-05 22:13:00,-54.12,Card
TX_921,USER_150,2026-05-22 01:26:00,-50.78,SEPA
TX_922,USER_106,2026-05-24 11:11:00,-87.9,SEPA
TX_923,USER_105,2026-05-18 22:26:00,115.18,Card
TX_924,USER_143,2026-05-02 23:13:00,92.3,Card
TX_925,USER_126,2026-05-28 06:16:00,-66.36,SEPA
TX_926,USER_110,2026-05-15 20:28:00,149.01,Digital Euro
TX_927,USER_116,2026-05-04 01:45:00,136.12,Digital Euro
TX_928,USER_142,2026-05-22 10:46:00,114.0,Card
TX_929,USER_107,2026-05-24 23:08:00,198.61,Card
TX_930,USER_106,2026-05-28 08:55:00,-109.43,Digital Euro
TX_931,USER_110,2026-05-11 19:19:00,49.15,SEPA
TX_932,USER_120,2026-05-21 10:05:00,-149.94,Card
TX_933,USER_149,2026-05-04 15:57:00,-125.58,Digital Euro
TX_934,USER_145,2026-05-21 18:12:00,76.91,Card
TX_935,USER_117,2026-05-06 18:11:00,144.78,Digital Euro
TX_936,USER_134,2026-05-13 07:06:00,157.04,Card
TX_937,USER_123,2026-05-26 14:37:00,178.34,Card
TX_938,USER_147,2026-05-26 14:07:00,-101.07,Card
TX_939,USER_101,2026-05-21 22:10:00,-148.4,SEPA
TX_940,USER_131,2026-05-22 06:26:00,-22.95,Digital Euro
TX_941,USER_130,2026-05-15 13:59:00,138.58,Card
TX_942,USER_132,2026-05-19 17:44:00,-123.32,SEPA
TX_943,USER_116,2026-05-03 23:29:00,-115.46,Digital Euro
TX_944,USER_146,2026-05-11 12:21:00,87.98,Digital Euro
TX_945,USER_145,2026-05-15 04:50:00,122.74,SEPA
TX_946,USER_127,2026-05-09 07:53:00,173.7,Card
TX_947,USER_142,2026-05-08 16:35:00,-139.08,Digital Euro
TX_948,USER_117,2026-05-07 06:29:00,-147.41,Digital Euro
TX_949,USER_114,2026-05-19 21:20:00,-51.57,Card
TX_950,USER_132,2026-05-17 03:57:00,91.92,SEPA
TX_951,USER_130,2026-05-23 04:26:00,-44.54,Card
TX_952,USER_144,2026-05-15 09:58:00,41.53,SEPA
TX_953,USER_116,2026-05-12 21:46:00,32.95,Digital Euro
TX_954,USER_143,2026-05-13 18:02:00,-111.62,Digital Euro
TX_955,USER_134,2026-05-06 04:45:00,198.51,Digital Euro
TX_956,USER_131,2026-05-21 19:06:00,-147.92,SEPA
TX_957,USER_146,2026-05-26 18:44:00,51.94,SEPA
TX_958,USER_118,2026-05-22 18:34:00,34.64,Card
TX_959,USER_117,2026-05-07 21:38:00,157.81,SEPA
TX_960,USER_148,2026-05-26 19:14:00,65.51,Digital Euro
TX_961,USER_112,2026-05-27 15:38:00,-124.14,SEPA
TX_962,USER_104,2026-05-26 22:29:00,53.26,Digital Euro
TX_963,USER_148,2026-05-14 11:47:00,13.07,Card
TX_964,USER_133,2026-05-25 10:13:00,35.71,Card
TX_965,USER_112,2026-05-02 01:07:00,194.89,Card
TX_966,USER_130,2026-05-08 04:12:00,4.27,Digital Euro
TX_967,USER_101,2026-05-19 10:14:00,11.1,Digital Euro
TX_968,USER_106,2026-05-25 13:52:00,-107.22,Digital Euro
TX_969,USER_150,2026-05-15 04:49:00,-0.34,SEPA
TX_970,USER_142,2026-05-02 21:05:00,-124.97,Digital Euro
TX_971,USER_127,2026-05-20 08:24:00,-97.72,SEPA
TX_972,USER_112,2026-05-01 19:20:00,106.96,Card
TX_973,USER_150,2026-05-08 00:20:00,186.0,SEPA
TX_974,USER_102,2026-05-11 13:55:00,-38.76,Card
TX_975,USER_145,2026-05-13 20:00:00,169.05,Digital Euro
TX_976,USER_100,2026-05-28 05:26:00,33.39,Card
TX_977,USER_142,2026-05-08 13:47:00,31.41,Digital Euro
TX_978,USER_122,2026-05-13 17:00:00,103.44,SEPA
TX_979,USER_144,2026-05-12 22:22:00,63.1,SEPA
TX_980,USER_108,2026-05-28 01:30:00,-21.38,SEPA
TX_981,USER_113,2026-05-14 03:58:00,112.72,Card
TX_982,USER_121,2026-05-26 12:15:00,157.03,Card
TX_983,USER_100,2026-05-24 17:51:00,-136.56,Card
TX_984,USER_102,2026-05-13 13:10:00,-74.69,Digital Euro
TX_985,USER_127,2026-05-15 07:16:00,-137.34,SEPA
TX_986,USER_148,2026-05-18 00:19:00,-29.17,SEPA
TX_987,USER_137,2026-05-26 07:21:00,52.23,SEPA
TX_988,USER_111,2026-05-14 12:08:00,80.79,Card
TX_989,USER_141,2026-05-20 18:35:00,27.02,SEPA
TX_990,USER_106,2026-05-15 20:00:00,86.74,SEPA
TX_991,USER_139,2026-05-24 17:23:00,93.91,SEPA
TX_992,USER_103,2026-05-15 04:36:00,153.53,Digital Euro
TX_993,USER_146,2026-05-01 09:33:00,-51.94,Card
TX_994,USER_122,2026-05-20 17:39:00,-44.44,Card
TX_995,USER_137,2026-05-19 21:21:00,-41.85,SEPA
TX_996,USER_125,2026-05-08 02:19:00,-107.36,Card
TX_997,USER_105,2026-05-04 05:29:00,166.09,SEPA
TX_998,USER_121,2026-05-24 06:26:00,-117.55,Card
TX_999,USER_110,2026-05-14 19:53:00,190.98,Digital Euro
